commit,url,file_list
c2f062e1e9b683cb7fb9b7c98f1909264f38263e,https://gerrit.ericsson.se/#/c/12442119/,bbTest/nr/upcEceDl/test/testcases/8290_1_extca_fdd_3cc_mixed_traffic_multi_bearer_with_without_bler.yaml;bbTest/nr/upcEceDl/test/testcases/8290_2_ext_ca_basic_traffic_mumimo_sprint_pattern.yaml
63d55c2c14c2fd507afe5022ce6ba4ca2e02ab73,https://gerrit.ericsson.se/#/c/12407802/,bbTest/nr/upcNrAbfEce/body/l2Stub/upcnrabfece_l2stubtor_handlenrdluecitriggeruecandidatesind.c
14c359a94832f35c58cfebebd864ecb89ded40c4,https://gerrit.ericsson.se/#/c/12437677/,bbue/nr/upcUeAbfCe/body/msg4/upcueabfce_msg4actor_handledlharqreportind.c
c449a7214f5f3304e490e0575260add8eeb2dd1b,https://gerrit.ericsson.se/#/c/12439096/,bbTest/nr/upcNrDbfEce/test/testcases/framework/tc_framework_fdd_8320_1_bwp.yaml
b390dea3fde17898468614215d219af68b8fac3e,https://gerrit.ericsson.se/#/c/12421918/,bbdra/draNrAbfCe/test/api-private/util/test_util_beam_table_libtest.h;bbdra/draNrAbfCe/test/hostTests/testCases/dranrabfce_beam_table_libtest.c;bbdra/draNrAbfCe/test/testSuites/libtests_host_only.xml
3dad9da4dae824df4149d12e62f6f965c3b238ec,https://gerrit.ericsson.se/#/c/12402674/,bbue/nr/upcUeUlNrCe/body/ue/upcueulnrce_ueactor_validateue.c
54ea5ef47daa7a1da54b5c5690de390cf73964e7,https://gerrit.ericsson.se/#/c/12432582/,bbdra/draNrAbfCe/api-private/xbm/dranrabfce_xbm_lib.h;bbdra/draNrAbfCe/body/xbm/dranrabfce_xbm_lib.c;bbdra/draNrAbfCe/test/hostTests/testCases/dranrabfce_beam_table_libtest.c
1442fd9ecd6387eaab0280b5d8da430cf5a1e77c,https://gerrit.ericsson.se/#/c/12442635/,bbdra/draNrAbfCe/test/hostTests/testCases/dranrabfce_beam_table_libtest.c;bbdra/draNrAbfCe/test/testSuites/libtests_host_only.xml
5a1a70ce81bf4102348f8e46e3d8a3d1332ddffb,https://gerrit.ericsson.se/#/c/12377980/,bbTest/nr/upcNrDbfEce/api-private/ue/upcnrdbfece_ueactor_utils.h;bbTest/nr/upcNrDbfEce/body/ue/upcnrdbfece_ueactor_handlenruemiuereleasecfm.c;bbTest/nr/upcNrDbfEce/body/ue/upcnrdbfece_ueactor_uetps.c;bbTest/nr/upcNrDbfEce/body/ue/upcnrdbfece_ueactor_utils.c
67cf8e28fc6b842122725e10fd53d0fe2401f554,https://gerrit.ericsson.se/#/c/11434490/,bbpc/bbpcBbUeMe/body/ueAdmin/bbpcbbueme_ueadmin_upperuemi_scellsconfig.c;bbpc/bbpcBbUeMe/body/ueAdmin/bbpcbbueme_ueadmin_upperuemi_uemodify_aggregation_utils.c;bbpc/bbpcBbUeMe/body/ueAdmin/bbpcbbueme_ueadmin_upperuemi_uesetup_aggregation_utils.c;bbpc/bbpcBbUeMe/test/miAgentClient/body/ueAdmin/miagentclient_ueAdmin.c;bbpc/bbpcBbUeMe/test/testUtils/body/ueAdmin/testutils_upperUeAdmin.c;bbpc/bbpcMiAgentMe/body/ueAdmin/bbpcmiagentme_ueadmin_uemi_scellsconfig.c;bbpc/bbpcMiAgentMe/body/ueAdmin/bbpcmiagentme_ueadmin_uemi_uemodify_aggregation_utils.c;bbpc/bbpcMiAgentMe/body/ueAdmin/bbpcmiagentme_ueadmin_uemi_uesetup_aggregation_utils.c;bbpc/bbpcMiAgentMe/test/sapClient/body/ueAdmin/sapclient_ueAdmin_client.c;bbpc/bbpcMiAgentMe/test/testUtils/body/ueAdmin/testutils_ueAdmin.c
